"observable","value","error","S","N","T","M"
"energy",0.5186667656303,0.00310879903835917,30,20,0.3,0.5
"Polyak",0.592618718733748,0.00219575168370826,30,20,0.3,0.5
"s_trx2",3.28015002234031,0.00290799051982346,30,20,0.3,0.5
"Myers",0.0843582083889203,0.0012913168816016,30,20,0.3,0.5
