"observable","value","error","S","N","T","M"
"energy",0.454873657267442,0.00911760429460781,42,18,0.3,0.5
"Polyak",0.580730093507752,0.00522675791904627,42,18,0.3,0.5
"s_trx2",3.35495799132752,0.00386920256322565,42,18,0.3,0.5
"Myers",0.0877408573643411,0.00474533791532362,42,18,0.3,0.5
