"matrix","size","error","S"
1,0.398760796354347,0.0046832942679263,24
2,0.347556353862141,0.00409791714043991,24
3,0.344561150727399,0.00281850407904418,24
4,0.330296268288881,0.00323451070811706,24
5,0.328250343903706,0.00468402000865595,24
6,0.331515717041912,0.0038023766751666,24
7,0.33382222834257,0.00459220114551765,24
8,0.333459053126082,0.00416499581225228,24
9,0.554285633720125,0.0377255229470378,24
10,3.30250754582612,0.0168880256819628,24
