"matrix","size","error","S"
1,0.40737706294555,0.00757503435846344,30
2,0.361020935600262,0.00553702817555171,30
3,0.355782531281434,0.00490594509909726,30
4,0.34010558001312,0.00403544430119372,30
5,0.346180208156571,0.00594097133711768,30
6,0.34312758965668,0.00383073405110941,30
7,0.340322626186311,0.0046136604742533,30
8,0.348677377443691,0.00457002770360542,30
9,0.484438081204898,0.026846062901815,30
10,3.32703199213864,0.0135653258472485,30
