"matrix","size","error","S"
1,0.406076397589653,0.00353261960303745,42
2,0.370769827219283,0.00223271905170383,42
3,0.372543944179894,0.00328259188446485,42
4,0.358570334538507,0.00412389763494027,42
5,0.3544218776602,0.00574974132761257,42
6,0.347668550940623,0.00263820548375269,42
7,0.358399188271605,0.00478985685571483,42
8,0.350633089800118,0.00350786426340571,42
9,0.424838663462669,0.0129604921355245,42
10,3.34392187119342,0.00827183428489401,42
