"matrix","size","error","S"
1,0.382025864071633,0.00946711004763072,48
2,0.358262024698421,0.00336621655191866,48
3,0.361831009115782,0.00564635344653221,48
4,0.386020048041288,0.00993854137664649,48
5,0.389516757803756,0.00972671101541181,48
6,0.387000545044149,0.0181166850704957,48
7,0.364782685088919,0.00752683440814403,48
8,0.366272484541724,0.00662309145140735,48
9,0.464894779579654,0.0320754634825871,48
10,3.46060619853252,0.0526693408084578,48
