"matrix","size","error","S"
1,0.397315618336463,0.0104530639628115,30
2,0.356069382315255,0.00404889867744928,30
3,0.354249080492654,0.00362924004272466,30
4,0.344844533701535,0.0067540451185524,30
5,0.354089141698884,0.0126163642068051,30
6,0.360548886799956,0.007379478383586,30
7,0.363793694499061,0.0125119461776403,30
8,0.353465484281454,0.0167299991681131,30
9,0.488115579741522,0.0144318755300722,30
10,3.37249140206561,0.0115345775136528,30
