"observable","value","error","S","N","T","M"
"energy",0.481676111457964,0.0025882419207837,36,24,0.3,0.5
"Polyak",0.590244022620315,0.00167950812104977,36,24,0.3,0.5
"s_trx2",3.31301307376138,0.00134070002043282,36,24,0.3,0.5
"Myers",0.0886295951282961,0.000871547529988036,36,24,0.3,0.5
