"matrix","size","error","S"
1,0.403774508389659,0.00239875412882788,24
2,0.352938573572153,0.00151693827240419,24
3,0.352843688695505,0.00150566350089816,24
4,0.329291450692802,0.00129544055536777,24
5,0.332735074417033,0.0021591172105244,24
6,0.330531387985806,0.00149781116294741,24
7,0.330743041855357,0.00106754940067817,24
8,0.33078500288949,0.00161260999048087,24
9,0.450470486574856,0.00453109154732718,24
10,3.21411321315478,0.00210827880787047,24
