"matrix","size","error","S"
1,0.395233797042013,0.00403553745541739,33
2,0.362174995387546,0.00446261875026355,33
3,0.359371490865336,0.00362968286139669,33
4,0.356677593743106,0.00803906727551266,33
5,0.354697626812393,0.0038764663839599,33
6,0.341750675032588,0.00317788358277821,33
7,0.350052704482102,0.00332306936052997,33
8,0.350417020264715,0.00405018040862625,33
9,0.431823302486714,0.00988758539295984,33
10,3.30219920661787,0.00605951727163049,33
