"observable","value","error","S","N","T","M"
"energy",0.53024020061082,0.00345546420669922,30,32,0.3,0.5
"Polyak",0.590684651701571,0.0024047821755635,30,32,0.3,0.5
"s_trx2",3.26941793957243,0.00211084791600733,30,32,0.3,0.5
"Myers",0.0878158670157068,0.000888952265806663,30,32,0.3,0.5
