"matrix","size","error","S"
1,0.397844165302855,0.00516813464987653,30
2,0.3581997604465,0.00290415350474668,30
3,0.359566921782442,0.0017885774773172,30
4,0.345405251151828,0.00280156363505643,30
5,0.345835914079872,0.00257240520893747,30
6,0.353559945379347,0.00375778490650051,30
7,0.340262741794895,0.00297001236427686,30
8,0.340737266138931,0.00298592517157852,30
9,0.442879070141421,0.00226109608610567,30
10,3.28429103569332,0.004102682515134,30
