"matrix","size","error","S"
1,0.403096144489618,0.00379513248967743,48
2,0.378465361158705,0.00253974787761177,48
3,0.371838547625962,0.000344801350566359,48
4,0.359138102729781,0.00236796788888563,48
5,0.358896299215914,0.00502363981347546,48
6,0.36315864479454,0.00182514172094162,48
7,0.357106073137796,0.0025988349171072,48
8,0.358940066444025,0.00216702144884378,48
9,0.419093339030057,0.00423609214820462,48
10,3.36973257576594,0.00398046942855143,48
