"matrix","size","error","S"
1,0.410618044559203,0.00970303701425618,36
2,0.367864312818148,0.00770600967744461,36
3,0.371703159682774,0.00644622890531712,36
4,0.355253201659904,0.00359561150662281,36
5,0.346882135282184,0.00945492933649795,36
6,0.350788523736629,0.00753769992522092,36
7,0.350455615529325,0.004904789061855,36
8,0.361039600313537,0.00661099221545524,36
9,0.428925613666544,0.016785576651811,36
10,3.3435302072298,0.0128733660186736,36
