"matrix","size","error","S"
1,0.412191644340236,0.00964302447114131,72
2,0.387243823929799,0.00903749545966502,72
3,0.388024556644071,0.00358000685029876,72
4,0.380476065465689,0.00686853452946962,72
5,0.376339060135574,0.00606705532333624,72
6,0.370049452446838,0.00761353152570698,72
7,0.356468257823382,0.00426179955236068,72
8,0.376630577620949,0.00749970343233605,72
9,0.411233688141889,0.0109477304695652,72
10,3.45865712738416,0.0121833639885389,72
