"observable","value","error","S","N","T","M"
"energy",0.580623979896483,0.00510520386547867,24,12,0.3,0.5
"Polyak",0.56144652786731,0.010886475188222,24,12,0.3,0.5
"s_trx2",3.2893412655217,0.0147460694697054,24,12,0.3,0.5
"Myers",0.0810134093636043,0.00227370204545489,24,12,0.3,0.5
