"matrix","size","error","S"
1,0.396755570733753,0.0030909663535251,36
2,0.368003620517121,0.0033586688268107,36
3,0.366714871125087,0.00321985510066805,36
4,0.354760136603774,0.00417815231858971,36
5,0.351687546079665,0.00364086713193249,36
6,0.358699489322152,0.00303643881547426,36
7,0.352450792955975,0.00266640106697305,36
8,0.345339119063592,0.00258685418338378,36
9,0.419207356519916,0.00569815946323735,36
10,3.31361850415094,0.00468115223713308,36
