"observable","value","error","S","N","T","M"
"energy",0.581940625790383,0.00223680958997826,24,24,0.3,0.5
"Polyak",0.593064288756735,0.00129151278567921,24,24,0.3,0.5
"s_trx2",3.21608336135001,0.00178944764554767,24,24,0.3,0.5
"Myers",0.0863045566432856,0.000832079670189215,24,24,0.3,0.5
