"observable","value","error","S","N","T","M"
"energy",0.437895695165563,0.00991401478086565,48,10,0.3,0.5
"Polyak",0.549244439817881,0.0279370211654332,48,10,0.3,0.5
"s_trx2",3.48885567672185,0.0176444794837613,48,10,0.3,0.5
"Myers",0.0721135607781457,0.00313960306151896,48,10,0.3,0.5
