"matrix","size","error","S"
1,0.397122897532047,0.00628460969748968,32
2,0.35742131322381,0.00755625479276523,32
3,0.356258956247237,0.00341753233605586,32
4,0.354062172823044,0.00583147031699842,32
5,0.354445729652276,0.00496898268088242,32
6,0.351966411190511,0.00339460981540578,32
7,0.345485812104022,0.00355085835621916,32
8,0.364084868299691,0.003911484196175,32
9,0.455789197789892,0.0235663063790172,32
10,3.33663735633564,0.0117307019212279,32
