"observable","value","error","S","N","T","M"
"energy",0.372919912863444,0.00688153991372109,72,14,0.3,0.5
"Polyak",0.571775023854532,0.0124505658562087,72,14,0.3,0.5
"s_trx2",3.4957317915834,0.0126020733824047,72,14,0.3,0.5
"Myers",0.0803051866414619,0.00135005667936202,72,14,0.3,0.5
