"observable","value","error","S","N","T","M"
"energy",0.482985497334835,0.00506174068517152,36,21,0.3,0.5
"Polyak",0.588855252214715,0.00265029612366129,36,21,0.3,0.5
"s_trx2",3.31429332653904,0.00322211858634421,36,21,0.3,0.5
"Myers",0.0869557555930931,0.00159677709698237,36,21,0.3,0.5
