"matrix","size","error","S"
1,0.40085330615289,0.00445509686496343,60
2,0.390693989070408,0.0040826438199438,60
3,0.384285450759123,0.003620609365472,60
4,0.364347315226849,0.00434595416909593,60
5,0.365932031616798,0.00397004374873343,60
6,0.365440421983486,0.00415457011189624,60
7,0.367572292781675,0.00460189142405781,60
8,0.36698578225162,0.00489383521231233,60
9,0.440563680174021,0.024536872820103,60
10,3.44667427175708,0.0111179037027171,60
