"observable","value","error","S","N","T","M"
"energy",0.518031525328311,0.00416043743905889,30,14,0.3,0.5
"Polyak",0.580364829603991,0.00525108610655372,30,14,0.3,0.5
"s_trx2",3.30939302735417,0.00522877073101124,30,14,0.3,0.5
"Myers",0.0849045512267128,0.00257619670194635,30,14,0.3,0.5
