"observable","value","error","S","N","T","M"
"energy",0.31646236173913,0.00940727121238673,120,16,0.3,0.5
"Polyak",0.603122164637681,0.00329966115295682,120,16,0.3,0.5
"s_trx2",3.52359136666667,0.00886173832928865,120,16,0.3,0.5
"Myers",0.0807264755693582,0.00346006593887486,120,16,0.3,0.5
