"matrix","size","error","S"
1,0.406589324056465,0.00292902070141535,30
2,0.365612217998235,0.00241181006474995,30
3,0.363972409097147,0.0021136363318533,30
4,0.341715975492599,0.00200278288939333,30
5,0.340571372139986,0.00196739394564049,30
6,0.341342727526713,0.00184203849027188,30
7,0.341826252906578,0.00216139557327335,30
8,0.340356209410842,0.0025602816164501,30
9,0.430038153230075,0.00646750675658616,30
10,3.27202463931967,0.0033964324805839,30
