"matrix","size","error","S"
1,0.382215962763636,0.0213568682909091,40
2,0.351209471260606,0.00642826958186544,40
3,0.357372287963636,0.0115611443907386,40
4,0.366194227224242,0.0101450979067428,40
5,0.367596411854545,0.0103366983788186,40
6,0.380432211418182,0.0156005177047267,40
7,0.368079376024242,0.0105766317350818,40
8,0.357924829006061,0.00801642626524885,40
9,0.554834523769697,0.0441609832417763,40
10,3.4858593013697,0.0396669345177378,40
