"matrix","size","error","S"
1,0.412994930795998,0.00254687514623428,48
2,0.375565344584602,0.0026998051362991,48
3,0.381508789256198,0.00190926231642552,48
4,0.351111501478904,0.00541697518058055,48
5,0.369780625793823,0.00530957146904348,48
6,0.365297280948238,0.00962521776459722,48
7,0.353701839408438,0.00488267055812389,48
8,0.361930138755981,0.00541986166396354,48
9,0.409537317311875,0.016141284464752,48
10,3.38142777090039,0.0189656119789316,48
