"observable","value","error","S","N","T","M"
"energy",0.526355595419568,0.0030614006496959,30,24,0.3,0.5
"Polyak",0.587785713906193,0.00200278476760748,30,24,0.3,0.5
"s_trx2",3.2687983913155,0.00153283036916284,30,24,0.3,0.5
"Myers",0.087728161927446,0.0013275075506957,30,24,0.3,0.5
