"matrix","size","error","S"
1,0.399669823591609,0.00587676178694506,30
2,0.35740672230587,0.00312462472433846,30
3,0.361526077059719,0.0043711352252122,30
4,0.34685237429369,0.00397484367483645,30
5,0.338429009042463,0.00304579782764163,30
6,0.351366070639486,0.00447367055400896,30
7,0.345364607299949,0.00490288337263671,30
8,0.341802783412282,0.00328310938797493,30
9,0.462997049374048,0.0100208253154862,30
10,3.30541451631704,0.0059931560807016,30
