"matrix","size","error","S"
1,0.401657449106303,0.0117207104421449,72
2,0.384624501034807,0.00387728262432293,72
3,0.384014487793979,0.00958464984731623,72
4,0.379570694825964,0.0147621461694863,72
5,0.371086463287865,0.00588025209313264,72
6,0.386719245978363,0.0120364172389464,72
7,0.370489290522107,0.00566521990001694,72
8,0.384941996966134,0.00910947683429517,72
9,0.386778956373471,0.00836230348995673,72
10,3.4498830838429,0.0121612344080808,72
