"matrix","size","error","S"
1,0.390335695205761,0.00473073022633744,144
2,0.384998783580247,0.00798742226337448,144
3,0.376882258292181,0.00814874541152263,144
4,0.373985805802469,0.011584072345679,144
5,0.377732912139918,0.00417781967078187,144
6,0.401638413312757,0.0000770002674897186,144
7,0.400804890493827,0.00632088283950616,144
8,0.401499014074074,0.00806870781582802,144
9,0.438608967613169,0.00547414526748971,144
10,3.54648673740741,0.00391408814814831,144
