"observable","value","error","S","N","T","M"
"energy",0.511822166591793,0.0058333236687198,32,12,0.3,0.5
"Polyak",0.57300726225486,0.0064843028276756,32,12,0.3,0.5
"s_trx2",3.33235167556803,0.00704111902132251,32,12,0.3,0.5
"Myers",0.0815196517235421,0.00219406489593553,32,12,0.3,0.5
