"observable","value","error","S","N","T","M"
"energy",0.523235631232092,0.00321911518636657,30,28,0.3,0.5
"Polyak",0.585937882772206,0.00193055722372746,30,28,0.3,0.5
"s_trx2",3.26572088495702,0.00134347070886644,30,28,0.3,0.5
"Myers",0.0894601333452722,0.000910152354203746,30,28,0.3,0.5
