"observable","value","error","S","N","T","M"
"energy",0.533859244792535,0.00834079450575345,30,10,0.3,0.5
"Polyak",0.576983218813531,0.0165955366424866,30,10,0.3,0.5
"s_trx2",3.34990832914514,0.0113878199336826,30,10,0.3,0.5
"Myers",0.0809728017997001,0.00317939542450184,30,10,0.3,0.5
